,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
2189,1400000US06037920017,6,37,920017,6037920017,9200.17,CT,2068708,8391,18037550502,1379632.843,19,18,South Coast,4517,3687,18,8,267,0,3687,948.5890114,0.816249723,0.183750277,9.489289257
2216,1400000US06037920108,6,37,920108,6037920108,9201.08,CT,2787140,0,18037550502,1379632.843,19,18,South Coast,3937,2399,68,10,1141,61,2399,-327.0068831,0.609347219,0.390652781,9.524078247
2235,1400000US06037920330,6,37,920330,6037920330,9203.3,CT,3296447,620,18037550502,1379632.843,19,18,South Coast,5618,4424,28,0,580,36,4424,1688.069833,0.78746885,0.21253115,9.618486003
2243,1400000US06037930101,6,37,930101,6037930101,9301.01,CT,155641940,2366,18037550502,1379632.843,19,18,South Coast,170,128,0,0,4,0,128,-2614.876467,0.752941176,0.247058824,11.72258591
2245,1400000US06037930301,6,37,930301,6037930301,9303.01,CT,1028876520,4125839,18037550502,1379632.843,19,18,South Coast,899,658,46,13,29,11,658,-2073.46469,0.73192436,0.26807564,12.0438605
2257,1400000US06059001201,6,59,1201,6059001201,12.01,CT,872396,0,18037550502,1379632.843,19,18,South Coast,5655,4059,19,0,151,0,4059,1320.837094,0.717771883,0.282228117,10.51903262
2267,1400000US06059001503,6,59,1503,6059001503,15.03,CT,3085738,0,18037550502,1379632.843,19,18,South Coast,5746,4610,30,66,518,0,4610,1874.565997,0.80229725,0.19770275,10.31379607
2282,1400000US06059001902,6,59,1902,6059001902,19.02,CT,857688,0,18037550502,1379632.843,19,18,South Coast,3053,1760,51,16,448,0,1760,-970.224279,0.576482149,0.423517851,9.049624729
2294,1400000US06059011504,6,59,11504,6059011504,115.04,CT,1966061,0,18037550502,1379632.843,19,18,South Coast,5987,3802,115,0,1311,0,3802,1087.652976,0.635042592,0.364957408,9.445157199
2320,1400000US06059021817,6,59,21817,6059021817,218.17,CT,1132415,0,18037550502,1379632.843,19,18,South Coast,3824,3203,0,24,380,0,3203,460.1235334,0.837604603,0.162395397,9.855479727
2325,1400000US06059021824,6,59,21824,6059021824,218.24,CT,1626817,0,18037550502,1379632.843,19,18,South Coast,2578,2226,78,0,220,0,2226,-497.526062,0.863460047,0.136539953,10.17724734
2336,1400000US06059021914,6,59,21914,6059021914,219.14,CT,1708951,0,18037550502,1379632.843,19,18,South Coast,4075,2677,55,6,554,0,2677,-52.23195054,0.656932515,0.343067485,8.562029834
2340,1400000US06059021918,6,59,21918,6059021918,219.18,CT,2518668,0,18037550502,1379632.843,19,18,South Coast,4840,2971,0,33,920,0,2971,228.1235334,0.613842975,0.386157025,8.743537235
2381,1400000US06059032051,6,59,32051,6059032051,320.51,CT,834926,49350,18037550502,1379632.843,19,18,South Coast,4488,3123,127,7,455,54,3123,411.6299613,0.695855615,0.304144385,6.873030703
2435,1400000US06059052416,6,59,52416,6059052416,524.16,CT,1317270,0,18037550502,1379632.843,19,18,South Coast,4106,2653,131,0,326,0,2653,-57.37771022,0.646127618,0.353872382,7.298026127
2447,1400000US06059052428,6,59,52428,6059052428,524.28,CT,5796475,0,18037550502,1379632.843,19,18,South Coast,6648,4727,70,158,974,0,4727,2001.489281,0.711040915,0.288959085,7.384123414
2461,1400000US06059052523,6,59,52523,6059052523,525.23,CT,1190207,6981,18037550502,1379632.843,19,18,South Coast,4086,2101,39,37,1688,0,2101,-632.2012643,0.514194812,0.485805188,7.981378776
2478,1400000US06059062626,6,59,62626,6059062626,626.26,CT,473522,0,18037550502,1379632.843,19,18,South Coast,3147,1290,51,0,1584,0,1584,-1440.224279,0.503336511,0.496663489,7.903988307
2507,1400000US06059063005,6,59,63005,6059063005,630.05,CT,542183,370319,18037550502,1379632.843,19,18,South Coast,1193,1077,10,0,82,24,1077,-1663.395645,0.902766136,0.097233864,7.989541926
2524,1400000US06059063604,6,59,63604,6059063604,636.04,CT,1201706,0,18037550502,1379632.843,19,18,South Coast,4112,1938,0,0,206,0,1938,-804.8764666,0.471303502,0.528696498,8.242075985
2536,1400000US06059063904,6,59,63904,6059063904,639.04,CT,2485017,0,18037550502,1379632.843,19,18,South Coast,5042,3347,76,0,700,39,3347,622.9777738,0.663823879,0.336176121,8.116803489
2553,1400000US06059074200,6,59,74200,6059074200,742,CT,1501162,0,18037550502,1379632.843,19,18,South Coast,9051,3221,36,0,267,40,3221,487.0544894,0.355872279,0.644127721,8.259405701
2587,1400000US06059075505,6,59,75505,6059075505,755.05,CT,1670437,0,18037550502,1379632.843,19,18,South Coast,3854,2314,92,69,544,0,2314,-406.0529125,0.600415153,0.399584847,8.310643487
2604,1400000US06059075807,6,59,75807,6059075807,758.07,CT,1591973,0,18037550502,1379632.843,19,18,South Coast,3769,2678,68,0,344,0,2678,-48.00688312,0.710533298,0.289466702,8.536872109
2623,1400000US06059076205,6,59,76205,6059076205,762.05,CT,1778284,0,18037550502,1379632.843,19,18,South Coast,7148,5015,67,0,606,0,5015,2288.745035,0.701594852,0.298405148,8.717134274
2633,1400000US06059086405,6,59,86405,6059086405,864.05,CT,1220013,0,18037550502,1379632.843,19,18,South Coast,6975,5734,347,28,256,0,5734,3077.208025,0.822078853,0.177921147,8.906878829
2648,1400000US06059087001,6,59,87001,6059087001,870.01,CT,1314665,0,18037550502,1379632.843,19,18,South Coast,5113,2378,338,0,991,36,2378,-281.0247136,0.465088989,0.534911011,8.732863747
2657,1400000US06059087401,6,59,87401,6059087401,874.01,CT,1017546,0,18037550502,1379632.843,19,18,South Coast,4142,3072,140,0,526,0,3072,363.8550288,0.74167069,0.25832931,8.612373235
2672,1400000US06059087805,6,59,87805,6059087805,878.05,CT,1308427,0,18037550502,1379632.843,19,18,South Coast,6241,2715,158,11,1006,250,2715,11.32050673,0.435026438,0.564973562,8.65910335
2685,1400000US06059088203,6,59,88203,6059088203,882.03,CT,1305202,0,18037550502,1379632.843,19,18,South Coast,5191,2868,48,0,1966,0,2868,137.0314747,0.552494702,0.447505298,8.522845102
2690,1400000US06059088403,6,59,88403,6059088403,884.03,CT,1289190,0,18037550502,1379632.843,19,18,South Coast,7737,4273,171,19,1582,0,4273,1572.545574,0.552281246,0.447718754,8.446054776
2704,1400000US06059089001,6,59,89001,6059089001,890.01,CT,1305083,0,18037550502,1379632.843,19,18,South Coast,7208,1424,7,82,3743,86,3743,-1317.139892,0.519284129,0.480715871,8.385184823
2714,1400000US06059099204,6,59,99204,6059099204,992.04,CT,1284082,0,18037550502,1379632.843,19,18,South Coast,4207,1254,13,0,2746,0,2746,-1485.651399,0.652721654,0.347278346,8.439045853
2748,1400000US06059099251,6,59,99251,6059099251,992.51,CT,1323518,0,18037550502,1379632.843,19,18,South Coast,5791,2372,245,19,1815,0,2372,-310.0963497,0.409601105,0.590398895,8.401514602
2762,1400000US06059099410,6,59,99410,6059099410,994.1,CT,1312239,0,18037550502,1379632.843,19,18,South Coast,4336,2931,83,14,695,0,2931,208.7143485,0.675968635,0.324031365,8.687136745
2782,1400000US06059099604,6,59,99604,6059099604,996.04,CT,1281474,0,18037550502,1379632.843,19,18,South Coast,3621,3042,0,0,361,0,3042,299.1235334,0.84009942,0.15990058,8.829977479
2787,1400000US06059099801,6,59,99801,6059099801,998.01,CT,1492003,0,18037550502,1379632.843,19,18,South Coast,5937,2258,50,0,2768,1,2768,-472.4723611,0.466228735,0.533771265,8.729135903
2804,1400000US06059110012,6,59,110012,6059110012,1100.12,CT,2397228,0,18037550502,1379632.843,19,18,South Coast,5063,3990,27,0,601,0,3990,1253.82175,0.788070314,0.211929686,9.525912868
2821,1400000US06059110202,6,59,110202,6059110202,1102.02,CT,1318696,0,18037550502,1379632.843,19,18,South Coast,7357,3560,244,28,2142,0,3560,877.6555681,0.483892891,0.516107109,9.091228574
2835,1400000US06059980000,6,59,980000,6059980000,9800,CT,2766486,0,18037550502,1379632.843,19,18,South Coast,24,0,0,0,7,0,7,-2742.876467,0.291666667,0.708333333,8.44671824
2848,1400000US06065030700,6,65,30700,6065030700,307,CT,2460179,0,18037550502,1379632.843,19,18,South Coast,6654,5613,376,78,85,25,5613,2963.402407,0.84355275,0.15644725,9.06297906
2869,1400000US06065040202,6,65,40202,6065040202,402.02,CT,1540534,0,18037550502,1379632.843,19,18,South Coast,3536,2335,230,8,43,0,2335,-350.8175814,0.660350679,0.339649321,9.942990701
2880,1400000US06065040502,6,65,40502,6065040502,405.02,CT,8989090,0,18037550502,1379632.843,19,18,South Coast,6488,2992,239,81,78,0,2992,308.4151576,0.461159063,0.538840937,10.68658227
2884,1400000US06065040605,6,65,40605,6065040605,406.05,CT,2216919,0,18037550502,1379632.843,19,18,South Coast,2761,1448,18,0,28,11,1448,-1290.410989,0.524447664,0.475552336,10.853514
2885,1400000US06065040606,6,65,40606,6065040606,406.06,CT,2611019,0,18037550502,1379632.843,19,18,South Coast,3143,1471,25,21,4,0,1471,-1265.674414,0.468024181,0.531975819,10.72298996
2909,1400000US06065041001,6,65,41001,6065041001,410.01,CT,490471,0,18037550502,1379632.843,19,18,South Coast,3000,1958,297,62,4,0,1958,-711.1960801,0.652666667,0.347333333,9.827843797
2917,1400000US06065041203,6,65,41203,6065041203,412.03,CT,859630,0,18037550502,1379632.843,19,18,South Coast,3945,1937,180,53,119,0,1937,-761.2216869,0.491001267,0.508998733,9.620317345
2932,1400000US06065041702,6,65,41702,6065041702,417.02,CT,1521705,0,18037550502,1379632.843,19,18,South Coast,5055,4160,0,94,250,42,4160,1417.123533,0.822947577,0.177052423,9.606163187
2939,1400000US06065041807,6,65,41807,6065041807,418.07,CT,1010667,0,18037550502,1379632.843,19,18,South Coast,2537,2125,12,0,141,0,2125,-614.8994812,0.837603469,0.162396531,9.340250146
2974,1400000US06065042402,6,65,42402,6065042402,424.02,CT,2964941,0,18037550502,1379632.843,19,18,South Coast,4957,2441,772,250,160,0,2441,-110.3570781,0.49243494,0.50756506,5.887479467
2988,1400000US06065042508,6,65,42508,6065042508,425.08,CT,1276700,0,18037550502,1379632.843,19,18,South Coast,4657,2670,467,0,147,6,2670,42.97787855,0.57333047,0.42666953,6.169214112
2996,1400000US06065042516,6,65,42516,6065042516,425.16,CT,973130,0,18037550502,1379632.843,19,18,South Coast,4250,2313,519,18,86,2,2313,-301.1218518,0.544235294,0.455764706,6.23717227
3023,1400000US06065042728,6,65,42728,6065042728,427.28,CT,8973968,0,18037550502,1379632.843,19,18,South Coast,2288,1866,33,26,93,0,1866,-868.6897569,0.815559441,0.184440559,5.042743273
3035,1400000US06065042743,6,65,42743,6065042743,427.43,CT,10478587,0,18037550502,1379632.843,19,18,South Coast,2114,1655,11,0,41,0,1655,-1085.147563,0.782876064,0.217123936,4.838361886
3089,1400000US06065043307,6,65,43307,6065043307,433.07,CT,3647363,0,18037550502,1379632.843,19,18,South Coast,6415,4349,682,0,217,0,4349,1775.315532,0.677942323,0.322057677,4.895412563
3101,1400000US06065043403,6,65,43403,6065043403,434.03,CT,971938,0,18037550502,1379632.843,19,18,South Coast,2970,1522,549,0,26,0,1522,-1084.679388,0.512457912,0.487542088,4.915338358
3114,1400000US06065043601,6,65,43601,6065043601,436.01,CT,1250881,0,18037550502,1379632.843,19,18,South Coast,4168,2483,226,48,53,43,2483,-203.8099098,0.595729367,0.404270633,4.942225399
3133,1400000US06065044000,6,65,44000,6065044000,440,CT,2371701,0,18037550502,1379632.843,19,18,South Coast,1934,1324,50,77,147,63,1324,-1406.472361,0.68459152,0.31540848,4.906665891
3138,1400000US06065044200,6,65,44200,6065044200,442,CT,4080668,0,18037550502,1379632.843,19,18,South Coast,5421,3084,910,145,200,0,3084,566.878253,0.568898727,0.431101273,4.842568678
3157,1400000US06065048200,6,65,48200,6065048200,482,CT,1873337,0,18037550502,1379632.843,19,18,South Coast,4680,3225,294,26,872,0,3225,555.0596736,0.689102564,0.310897436,9.655691047
3173,1400000US06065051100,6,65,51100,6065051100,511,CT,2210112,0,18037550502,1379632.843,19,18,South Coast,6695,2578,1943,0,355,0,2578,317.1470721,0.38506348,0.61493652,5.876137
3179,1400000US06071000104,6,71,104,6071000104,1.04,CT,4022833,0,18037550502,1379632.843,19,18,South Coast,5878,2583,280,8,2543,0,2583,-90.41347592,0.439435182,0.560564818,12.27065426
3192,1400000US06071000205,6,71,205,6071000205,2.05,CT,1621774,0,18037550502,1379632.843,19,18,South Coast,5012,2523,541,59,385,0,2523,-85.66404535,0.50339186,0.49660814,13.29713088
3206,1400000US06071000605,6,71,605,6071000605,6.05,CT,1279384,0,18037550502,1379632.843,19,18,South Coast,4146,2259,0,63,167,0,2259,-483.8764666,0.544862518,0.455137482,12.60112243
3221,1400000US06071000824,6,71,824,6071000824,8.24,CT,1442086,0,18037550502,1379632.843,19,18,South Coast,4881,2400,485,46,355,0,2400,-222.5566435,0.49170252,0.50829748,13.45331592
3230,1400000US06071001103,6,71,1103,6071001103,11.03,CT,1672684,0,18037550502,1379632.843,19,18,South Coast,4602,2666,391,16,52,15,2666,20.12363823,0.579313342,0.420686658,13.31490841
3245,1400000US06071001702,6,71,1702,6071001702,17.02,CT,2499443,0,18037550502,1379632.843,19,18,South Coast,4683,2836,238,11,203,0,2836,152.1670755,0.605594704,0.394405296,12.86804008
3267,1400000US06071002016,6,71,2016,6071002016,20.16,CT,1816452,3447,18037550502,1379632.843,19,18,South Coast,4350,3511,179,72,91,0,3511,812.530231,0.807126437,0.192873563,13.17471084
3274,1400000US06071002025,6,71,2025,6071002025,20.25,CT,1823821,0,18037550502,1379632.843,19,18,South Coast,5211,4090,338,0,186,0,4090,1430.975286,0.784878142,0.215121858,12.18212796
3279,1400000US06071002033,6,71,2033,6071002033,20.33,CT,3203192,21276,18037550502,1379632.843,19,18,South Coast,8145,5310,847,27,701,0,5310,2777.24908,0.651933702,0.348066298,10.95543322
3286,1400000US06071002103,6,71,2103,6071002103,21.03,CT,861657,0,18037550502,1379632.843,19,18,South Coast,4471,2942,690,39,91,85,2942,370.300189,0.65801834,0.34198166,13.23342832
3289,1400000US06071002109,6,71,2109,6071002109,21.09,CT,4757163,70172,18037550502,1379632.843,19,18,South Coast,4598,1895,1226,15,575,0,1895,-543.7278004,0.412135711,0.587864289,11.96946261
3292,1400000US06071002206,6,71,2206,6071002206,22.06,CT,1984320,22016,18037550502,1379632.843,19,18,South Coast,6656,3703,625,96,446,29,3703,1115.174852,0.556340144,0.443659856,11.91349621
3298,1400000US06071002307,6,71,2307,6071002307,23.07,CT,1639784,0,18037550502,1379632.843,19,18,South Coast,5374,3463,438,0,102,3,3463,828.7834974,0.644398958,0.355601042,8.683490126
3315,1400000US06071002901,6,71,2901,6071002901,29.01,CT,1296476,0,18037550502,1379632.843,19,18,South Coast,4002,2214,92,0,0,13,2214,-506.0529125,0.553223388,0.446776612,8.918209815
3330,1400000US06071003507,6,71,3507,6071003507,35.07,CT,1630743,0,18037550502,1379632.843,19,18,South Coast,5520,3309,783,13,46,485,3309,760.3718251,0.599456522,0.400543478,7.870787659
3340,1400000US06071003700,6,71,3700,6071003700,37,CT,1293752,0,18037550502,1379632.843,19,18,South Coast,4075,2689,593,50,17,0,2689,93.23622434,0.659877301,0.340122699,7.36385027
3352,1400000US06071004202,6,71,4202,6071004202,42.02,CT,1814584,0,18037550502,1379632.843,19,18,South Coast,5713,3032,1319,20,43,0,3032,616.3438358,0.530719412,0.469280588,5.668511337
3403,1400000US06071007306,6,71,7306,6071007306,73.06,CT,3321194,0,18037550502,1379632.843,19,18,South Coast,5496,2280,587,20,1728,0,2280,-317.2522683,0.414847162,0.585152838,5.669943215
3417,1400000US06071008001,6,71,8001,6071008001,80.01,CT,4890511,0,18037550502,1379632.843,19,18,South Coast,6957,4458,494,72,848,134,4458,1837.676096,0.640793445,0.359206555,4.747265411
3456,1400000US06071011500,6,71,11500,6071011500,115,CT,672755791,645182,18037550502,1379632.843,19,18,South Coast,1713,1540,37,0,15,0,1540,-1193.697429,0.899007589,0.100992411,3.847529374
3457,1400000US06071012200,6,71,12200,6071012200,122,CT,10233080,0,18037550502,1379632.843,19,18,South Coast,10121,4495,1840,169,1391,58,4495,2208.594615,0.444126074,0.555873926,11.98866801
6,1400000US06037101210,6,37,101210,6037101210,1012.1,CT,650690,0,18037550502,1379632.843,19,18,South Coast,6216,4016,372,0,206,0,4016,1365.410078,0.646074646,0.353925354,11.66675637
15,1400000US06037103102,6,37,103102,6037103102,1031.02,CT,1241029,0,18037550502,1379632.843,19,18,South Coast,4733,3652,29,19,675,0,3652,916.3179146,0.771603634,0.228396366,11.60354123
20,1400000US06037104105,6,37,104105,6037104105,1041.05,CT,584710,0,18037550502,1379632.843,19,18,South Coast,5871,3413,449,16,346,0,3413,781.5124006,0.581331971,0.418668029,11.6940306
27,1400000US06037104320,6,37,104320,6037104320,1043.2,CT,1212169,0,18037550502,1379632.843,19,18,South Coast,5868,2553,315,169,134,0,2553,-111.7306021,0.435071575,0.564928425,11.73955076
37,1400000US06037104810,6,37,104810,6037104810,1048.1,CT,1123361,0,18037550502,1379632.843,19,18,South Coast,5729,3338,36,17,66,0,3338,604.0544894,0.582649677,0.417350323,12.12098288
47,1400000US06037106405,6,37,106405,6037106405,1064.05,CT,1171699,0,18037550502,1379632.843,19,18,South Coast,3377,2333,178,12,216,0,2333,-365.7178511,0.690849867,0.309150133,11.21117595
61,1400000US06037106649,6,37,106649,6037106649,1066.49,CT,1112675,0,18037550502,1379632.843,19,18,South Coast,2605,1636,20,0,666,0,1636,-1101.914824,0.628023033,0.371976967,11.51885733
67,1400000US06037108104,6,37,108104,6037108104,1081.04,CT,826020,0,18037550502,1379632.843,19,18,South Coast,1861,1321,9,0,378,0,1321,-1419.643728,0.709833423,0.290166577,11.57947808
967,1400000US06037294810,6,37,294810,6037294810,2948.1,CT,320464,0,18037550502,1379632.843,19,18,South Coast,4518,3257,174,91,0,0,3257,557.2898205,0.720894201,0.279105799,10.80350493
973,1400000US06037296220,6,37,296220,6037296220,2962.2,CT,536366,0,18037550502,1379632.843,19,18,South Coast,4411,2468,390,0,349,74,2468,-178.1244439,0.559510315,0.440489685,10.67544071
982,1400000US06037297110,6,37,297110,6037297110,2971.1,CT,487479,0,18037550502,1379632.843,19,18,South Coast,5057,3107,801,92,101,108,3107,562.8373031,0.614395887,0.385604113,10.58329995
989,1400000US06037297601,6,37,297601,6037297601,2976.01,CT,751654,1792843,18037550502,1379632.843,19,18,South Coast,2689,2332,118,0,16,11,2332,-381.6027776,0.867236891,0.132763109,10.48947236
1002,1400000US06037300902,6,37,300902,6037300902,3009.02,CT,4391554,7548,18037550502,1379632.843,19,18,South Coast,2078,1549,0,0,422,0,1549,-1193.876467,0.745428296,0.254571704,11.59645151
1009,1400000US06037301300,6,37,301300,6037301300,3013,CT,1164881,0,18037550502,1379632.843,19,18,South Coast,2114,1768,8,0,144,0,1768,-972.8918097,0.836329234,0.163670766,11.79822705
1018,1400000US06037301802,6,37,301802,6037301802,3018.02,CT,479027,0,18037550502,1379632.843,19,18,South Coast,3459,2430,16,0,873,0,2430,-308.9071528,0.702515178,0.297484822,11.69780095
1026,1400000US06037302201,6,37,302201,6037302201,3022.01,CT,497659,0,18037550502,1379632.843,19,18,South Coast,3917,3188,190,0,399,0,3188,492.2591342,0.81388818,0.18611182,11.69780095
1031,1400000US06037302503,6,37,302503,6037302503,3025.03,CT,326627,0,18037550502,1379632.843,19,18,South Coast,4479,3220,19,52,573,0,3220,481.8370935,0.718910471,0.281089529,11.64547477
1048,1400000US06037311000,6,37,311000,6037311000,3110,CT,1321818,684,18037550502,1379632.843,19,18,South Coast,4032,2887,14,0,378,0,2887,147.596683,0.716021825,0.283978175,12.12676321
1083,1400000US06037401203,6,37,401203,6037401203,4012.03,CT,1903093,1627,18037550502,1379632.843,19,18,South Coast,5570,4134,210,30,529,0,4134,1443.220776,0.742190305,0.257809695,13.22517155
