AFFGEOID,Total,White,Black,AIndian,Asian,Hawaiian,Max,Diversity
1400000US06009000400,3649,3337,2,67,14,0,3337,0.914497122
1400000US06009000501,3490,3434,0,0,0,0,3434,0.983954155
1400000US06009000503,1598,1497,0,0,23,0,1497,0.936795995
1400000US06009000504,454,395,0,7,0,6,395,0.870044053
1400000US06011000100,5211,4298,0,20,62,0,4298,0.824793706
1400000US06011000200,5245,3983,113,146,75,0,3983,0.759389895
1400000US06011000300,6120,5377,24,63,37,0,5377,0.878594771
1400000US06011000400,2321,2160,26,37,9,3,2160,0.930633348
1400000US06011000500,2527,1621,35,20,100,16,1621,0.641472101
1400000US06013301000,4024,3177,210,23,181,0,3177,0.789512922
1400000US06013302005,6736,4214,506,149,463,31,4214,0.625593824
1400000US06013302006,3991,3180,57,0,217,0,3180,0.796792784
1400000US06013302007,6014,4096,585,86,365,23,4096,0.681077486
1400000US06013302008,8860,5267,1192,231,991,0,5267,0.594469526
1400000US06013302009,6431,1996,1529,61,1170,0,1996,0.310371637
1400000US06013302010,10400,8249,403,97,778,18,8249,0.793173077
1400000US06013303102,8247,5591,527,0,1154,1,5591,0.677943495
1400000US06013303103,10735,8048,514,63,369,6,8048,0.749697252
1400000US06013303201,10676,5330,1824,42,1038,36,5330,0.499250656
1400000US06013303202,7307,5794,59,184,620,56,5794,0.792938278
1400000US06013303203,8878,6196,843,0,922,0,6196,0.697904934
1400000US06013303204,4950,4332,168,0,99,0,4332,0.875151515
1400000US06013303205,7907,6545,67,48,587,0,6545,0.827747565
1400000US06013304001,4020,2798,107,0,718,0,2798,0.6960199
1400000US06013304002,1363,1301,9,0,9,0,1301,0.954512106
1400000US06013304003,3913,3218,361,22,132,0,3218,0.822386915
1400000US06013304004,4069,3647,16,13,13,0,3647,0.896289014
1400000US06013304005,7052,5856,124,24,280,53,5856,0.830402723
1400000US06013305000,6333,3698,1011,118,121,87,3698,0.58392547
1400000US06013306002,2920,1943,169,30,226,0,1943,0.665410959
1400000US06013306003,5225,3097,718,38,236,64,3097,0.592727273
1400000US06013306004,3007,1940,553,82,83,0,1940,0.64516129
1400000US06013307101,4362,2991,438,57,121,31,2991,0.685694635
1400000US06013307102,5139,3584,256,165,43,0,3584,0.697411948
1400000US06013307201,3379,1920,541,53,166,16,1920,0.568215448
1400000US06013307202,4034,1152,1208,0,237,178,1208,0.299454636
1400000US06013307204,4135,2534,486,52,164,0,2534,0.612817412
1400000US06013307205,6460,3299,1290,0,624,9,3299,0.510681115
1400000US06013308001,6690,4494,760,118,452,36,4494,0.671748879
1400000US06013308002,4324,2356,611,46,724,0,2356,0.544865865
1400000US06013309000,3102,947,1433,36,252,30,1433,0.461960026
1400000US06013310000,6166,2134,1200,0,474,141,2134,0.346091469
1400000US06013311000,5298,1512,1036,6,789,131,1512,0.285390713
1400000US06013312000,2297,901,804,13,176,0,901,0.392250762
1400000US06013313101,7623,2960,1108,41,1237,168,2960,0.38829857
1400000US06013313102,3788,1459,1399,45,296,0,1459,0.385163675
1400000US06013313103,8037,3256,1239,12,1472,327,3256,0.405126291
1400000US06013313203,3174,1545,107,9,426,236,1545,0.486767486
1400000US06013313204,5428,2008,747,7,663,15,2008,0.369933677
1400000US06013313205,2095,877,89,0,712,0,877,0.418615752
1400000US06013313206,6088,2547,1347,38,558,0,2547,0.418363995
1400000US06013314102,5671,2177,655,48,709,0,2177,0.383882913
1400000US06013314103,5912,1931,1273,40,684,78,1931,0.326623816
1400000US06013314104,7343,3860,1162,17,636,0,3860,0.525670707
1400000US06013314200,6522,3545,183,0,483,40,3545,0.543544925
1400000US06013315000,3099,2160,145,4,345,0,2160,0.696999032
1400000US06013316000,1156,892,144,9,46,8,892,0.771626298
1400000US06013317000,2416,1594,292,85,242,17,1594,0.659768212
1400000US06013318000,3086,2469,58,0,149,19,2469,0.800064809
1400000US06013319000,7527,6224,157,152,515,0,6224,0.826889863
1400000US06013320001,4110,2888,194,27,222,159,2888,0.702676399
1400000US06013320003,3126,2423,37,0,282,0,2423,0.775111964
1400000US06013320004,6373,5315,79,19,534,28,5315,0.833987133
1400000US06013321101,6874,5206,343,28,588,63,5206,0.757346523
1400000US06013321102,6811,5032,27,17,846,0,5032,0.738804874
1400000US06013321103,4246,3505,103,18,289,15,3505,0.825482807
1400000US06013321200,5457,3359,141,79,1320,0,3359,0.615539674
1400000US06013322000,6467,4914,239,15,779,0,4914,0.759857739
1400000US06013323000,4784,4011,1,0,391,45,4011,0.838419732
1400000US06013324001,5410,3259,150,4,1397,29,3259,0.602402957
1400000US06013324002,5071,3901,171,0,690,0,3901,0.769276277
1400000US06013325000,5649,4938,34,34,357,0,4938,0.874137015
1400000US06013326000,3495,3124,67,0,126,0,3124,0.893848355
1400000US06013327000,7461,5496,55,147,426,21,5496,0.736630478
1400000US06013328000,2468,1455,299,0,569,0,1455,0.589546191
1400000US06013329000,6834,4891,361,0,459,65,4891,0.715686275
1400000US06013330000,5811,4277,216,67,465,0,4277,0.736017897
1400000US06013331000,7659,5120,376,11,849,47,5120,0.668494582
1400000US06013332000,8203,6303,30,56,618,0,6303,0.768377423
1400000US06013333101,3994,3000,109,0,546,23,3000,0.75112669
1400000US06013333102,3688,2968,176,24,406,0,2968,0.804772234
1400000US06013333200,5955,4662,77,42,290,37,4662,0.782871537
1400000US06013334001,3989,2831,233,5,522,0,2831,0.70970168
1400000US06013334004,7232,4854,444,45,1122,0,4854,0.671183628
1400000US06013334006,4698,3135,119,14,996,0,3135,0.667305236
1400000US06013334200,7770,6325,187,0,743,0,6325,0.814028314
1400000US06013335000,3332,2557,89,31,312,0,2557,0.767406963
1400000US06013336101,5060,3184,327,0,569,0,3184,0.629249012
1400000US06013336102,7497,4476,558,0,989,0,4476,0.597038816
1400000US06013336201,4117,2748,0,0,410,0,2748,0.667476318
1400000US06013336202,6053,3461,346,9,145,589,3461,0.571782587
1400000US06013337100,3429,2571,64,1,451,0,2571,0.749781277
1400000US06013337200,7736,5845,448,128,960,43,5845,0.755558428
1400000US06013337300,5656,4271,202,18,650,73,4271,0.755127298
1400000US06013338101,4762,2912,279,15,327,6,2912,0.61150777
1400000US06013338102,3727,2733,61,0,562,29,2733,0.733297558
1400000US06013338201,3528,2791,17,20,509,13,2791,0.791099773
1400000US06013338203,4800,3441,110,0,814,0,3441,0.716875
1400000US06013338204,6067,4472,40,48,1207,0,4472,0.737102357
1400000US06013338301,3005,2416,12,0,439,4,2416,0.803993344
1400000US06013338302,6136,4758,157,18,530,0,4758,0.775423729
1400000US06013339001,3392,2473,152,33,577,0,2473,0.729068396
1400000US06013339002,6079,4564,502,11,888,0,4564,0.750781379
1400000US06013340001,5755,4545,85,0,641,53,4545,0.789748045
1400000US06013340002,7194,6005,0,0,787,0,6005,0.834723381
1400000US06013341000,5125,4241,61,21,313,0,4241,0.827512195
1400000US06013343001,4954,4123,38,0,561,1,4123,0.832256762
1400000US06013343002,4733,3941,10,15,411,0,3941,0.832664272
1400000US06013343003,4033,3530,12,7,313,13,3530,0.875278949
1400000US06013345101,5548,3606,283,0,1449,0,3606,0.649963951
1400000US06013345102,3833,2751,1,0,701,12,2751,0.717714584
1400000US06013345103,4832,3465,8,2,882,0,3465,0.717094371
1400000US06013345105,6707,5505,52,49,694,0,5505,0.820784255
1400000US06013345108,7157,4145,211,30,2184,29,4145,0.579153277
1400000US06013345111,5455,2263,74,0,2612,0,2612,0.478826764
1400000US06013345112,6779,3338,83,0,3005,0,3338,0.492403009
1400000US06013345113,4335,3259,166,26,772,0,3259,0.751787774
1400000US06013345114,6517,5827,14,0,554,10,5827,0.894123063
1400000US06013345115,5823,3646,25,33,1769,0,3646,0.62613773
1400000US06013345116,2915,1813,2,6,799,0,1813,0.621955403
1400000US06013345202,8303,5393,186,0,1870,66,5393,0.649524268
1400000US06013345203,6390,5461,40,0,464,0,5461,0.854616588
1400000US06013345204,3811,3750,0,0,19,15,3750,0.983993702
1400000US06013346101,3503,2965,0,0,450,0,2965,0.846417357
1400000US06013346102,5485,4788,45,6,481,21,4788,0.872926162
1400000US06013346201,7218,6407,32,0,459,0,6407,0.887642006
1400000US06013346203,3733,3383,1,0,349,0,3383,0.906241629
1400000US06013346204,7576,6045,18,0,1214,0,6045,0.797914467
1400000US06013347000,6251,4938,81,17,781,0,4938,0.789953607
1400000US06013348000,4663,3977,12,0,362,0,3977,0.852884409
1400000US06013349000,5027,3960,222,6,516,0,3960,0.787746171
1400000US06013350000,6296,4904,378,0,674,0,4904,0.778907243
1400000US06013351101,2469,2155,8,0,260,19,2155,0.872823005
1400000US06013351102,3642,2978,15,23,556,0,2978,0.817682592
1400000US06013351103,1968,1814,1,15,119,0,1814,0.921747967
1400000US06013351200,5795,4985,0,0,615,0,4985,0.860224331
1400000US06013352101,3413,2582,224,15,330,43,2582,0.756519191
1400000US06013352102,5763,4721,34,0,764,0,4721,0.819191393
1400000US06013352201,5798,4522,31,3,973,0,4522,0.779924112
1400000US06013352202,2541,1940,53,0,391,0,1940,0.763478945
1400000US06013353001,3726,2881,224,0,335,0,2881,0.773215244
1400000US06013353002,4225,3336,42,58,495,0,3336,0.789585799
1400000US06013354001,1904,1633,25,15,157,0,1633,0.857668067
1400000US06013354002,6334,5011,5,40,667,0,5011,0.79112725
1400000US06013355107,5082,3043,479,0,696,78,3043,0.598780008
1400000US06013355108,13850,4416,3462,47,2586,235,4416,0.318844765
1400000US06013355109,8127,3590,1744,6,883,130,3590,0.441737418
1400000US06013355110,3923,1278,978,73,490,0,1278,0.325771094
1400000US06013355111,6837,3498,1427,0,1049,0,3498,0.511627907
1400000US06013355112,5053,4394,94,0,483,15,4394,0.869582426
1400000US06013355113,4664,3067,137,0,1280,0,3067,0.657590051
1400000US06013355114,11103,5571,310,0,4578,0,5571,0.501756282
1400000US06013355115,5327,2012,585,26,2197,0,2197,0.412427257
1400000US06013355116,6946,1308,68,29,4962,147,4962,0.714367982
1400000US06013355117,7131,1643,87,68,5060,83,5060,0.709577899
1400000US06013355200,7881,1947,1006,0,3353,49,3353,0.425453623
1400000US06013355301,7889,5474,399,135,951,0,5474,0.693877551
1400000US06013355302,3602,2793,61,8,601,0,2793,0.775402554
1400000US06013355304,7954,6339,226,56,690,23,6339,0.796957506
1400000US06013355306,4963,4415,19,83,223,0,4415,0.889582914
1400000US06013356001,4206,1678,609,100,1373,0,1678,0.398953875
1400000US06013356002,5591,2296,1017,22,1523,82,2296,0.410659989
1400000US06013357000,3374,2796,22,6,44,0,2796,0.828689982
1400000US06013358000,5713,3244,707,38,1179,0,3244,0.567827761
1400000US06013359102,5789,2486,1009,99,1325,0,2486,0.429435136
1400000US06013359103,4871,2282,681,0,1261,0,2282,0.468486964
1400000US06013359104,1875,591,331,9,732,0,732,0.3904
1400000US06013359105,4548,1399,678,16,1778,42,1778,0.390941073
1400000US06013359202,5983,3624,366,58,1351,0,3624,0.605716196
1400000US06013359203,7209,2232,1657,16,2675,0,2675,0.371063948
1400000US06013359204,4785,1152,629,34,2525,11,2525,0.5276907
1400000US06013360101,5274,2414,654,0,1104,0,2414,0.457717103
1400000US06013360102,4405,2236,315,0,1251,0,2236,0.507604994
1400000US06013360200,4838,2666,642,65,979,10,2666,0.551054155
1400000US06013361000,4762,2235,638,21,1103,170,2235,0.469340613
1400000US06013362000,2973,1826,352,20,263,13,1826,0.614194416
1400000US06013363000,7112,3209,1815,0,1310,12,3209,0.451209224
1400000US06013364002,5255,2798,672,39,770,0,2798,0.53244529
1400000US06013365002,6025,2417,1306,69,513,0,2417,0.401161826
1400000US06013365003,4983,1858,1404,25,1303,0,1858,0.37286775
1400000US06013366001,4486,2603,360,8,943,0,2603,0.580249666
1400000US06013366002,5932,3255,960,5,739,69,3255,0.548718813
1400000US06013367100,4931,1423,2098,33,945,0,2098,0.425471507
1400000US06013367200,5144,2401,752,0,1303,0,2401,0.466757387
1400000US06013368001,5158,3618,435,47,218,0,3618,0.701434665
1400000US06013368002,3011,1886,225,37,412,9,1886,0.626369977
1400000US06013369001,7193,3174,1842,74,1070,0,3174,0.441262338
1400000US06013369002,2505,1310,535,15,186,0,1310,0.522954092
1400000US06013370000,2743,1650,307,0,534,0,1650,0.60153117
1400000US06013371000,5694,2531,888,5,1099,22,2531,0.444502986
1400000US06013372000,7401,3888,988,0,896,0,3888,0.525334414
1400000US06013373000,3648,1956,678,63,293,8,1956,0.536184211
1400000US06013374000,4642,2364,657,12,565,0,2364,0.509263249
1400000US06013375000,4829,1901,618,20,90,0,1901,0.393663284
1400000US06013376000,5968,2556,1576,21,491,18,2556,0.428284182
1400000US06013377000,6821,3141,1046,11,231,44,3141,0.460489664
1400000US06013378000,3091,2446,211,0,247,0,2446,0.791329667
1400000US06013379000,6260,1836,2172,0,97,0,2172,0.346964856
1400000US06013380000,5898,2653,1657,0,956,110,2653,0.449813496
1400000US06013381000,7108,2394,2538,7,257,0,2538,0.357062465
1400000US06013382000,6971,1916,3023,0,761,147,3023,0.433653708
1400000US06013383000,5032,2498,626,48,1310,13,2498,0.496422893
1400000US06013384000,3825,2289,269,36,720,0,2289,0.598431373
1400000US06013385100,2668,1654,216,0,539,0,1654,0.61994003
1400000US06013385200,1265,660,47,26,461,0,660,0.52173913
1400000US06013386000,3442,1394,565,0,779,22,1394,0.404997095
1400000US06013387000,2752,1593,232,19,764,10,1593,0.578851744
1400000US06013388000,2906,1691,78,0,888,0,1691,0.581899518
1400000US06013389100,2079,1290,52,0,599,0,1290,0.62049062
1400000US06013389200,1628,588,179,0,612,8,612,0.375921376
1400000US06013390100,2244,1551,105,0,418,0,1551,0.691176471
1400000US06013390200,1687,1253,24,0,353,0,1253,0.742738589
1400000US06013391000,2575,2119,24,0,286,0,2119,0.822912621
1400000US06013392000,2718,2054,42,0,347,0,2054,0.755702723
1400000US06013392200,11225,4820,1973,92,2727,127,4820,0.429398664
1400000US06013392300,2900,563,297,0,1715,0,1715,0.59137931
1400000US06015000101,4017,3244,185,137,23,9,3244,0.807567837
1400000US06015000102,3703,2942,19,418,0,0,2942,0.794490953
1400000US06015000104,2429,1815,6,7,114,0,1815,0.747221079
1400000US06015000105,6716,5138,116,334,293,5,5138,0.765038714
1400000US06015000201,6439,4736,622,70,133,18,4736,0.735517938
1400000US06015000202,3303,2768,6,167,28,3,2768,0.838026037
1400000US06015000203,1459,794,53,274,11,11,794,0.544208362
1400000US06017030200,4774,3506,93,24,190,0,3506,0.734394638
1400000US06017030301,2195,1680,0,93,0,0,1680,0.765375854
1400000US06017030302,2654,2111,7,11,98,0,2111,0.795403165
1400000US06017030401,4185,3614,3,41,80,13,3614,0.863560335
1400000US06017030402,3512,2924,67,8,189,0,2924,0.832574032
1400000US06017030502,2340,2316,0,0,0,0,2316,0.98974359
1400000US06017030504,2535,2199,0,47,121,2,2199,0.867455621
1400000US06017030505,2288,2128,23,0,7,0,2128,0.93006993
1400000US06017030601,5167,4980,11,32,0,0,4980,0.963808787
1400000US06017030602,6596,6189,31,46,29,5,6189,0.938295937
1400000US06017030603,3092,2822,1,90,40,20,2822,0.912677878
1400000US06017030701,6540,6011,34,0,146,0,6011,0.91911315
1400000US06017030704,6432,5036,291,0,691,0,5036,0.782960199
1400000US06017030706,5623,4989,142,0,406,0,4989,0.8872488
1400000US06017030709,4959,4368,0,0,293,0,4368,0.880822747
1400000US06017030710,5455,4278,240,21,766,0,4278,0.784234647
1400000US06017030801,4290,3717,6,10,193,0,3717,0.866433566
1400000US06017030803,7291,7022,26,0,31,0,7022,0.963105198
1400000US06017030804,6807,6253,55,198,104,0,6253,0.918613192
1400000US06017030807,4220,3813,39,0,130,0,3813,0.903554502
1400000US06017030808,7412,6303,0,30,632,0,6303,0.850377766
1400000US06017030809,2559,2424,11,12,11,0,2424,0.947245018
1400000US06017030810,3072,2775,0,41,38,0,2775,0.903320313
1400000US06017030901,2984,2899,0,0,53,0,2899,0.971514745
1400000US06017030902,4787,4364,18,182,43,0,4364,0.91163568
1400000US06017031000,5370,4849,32,51,70,0,4849,0.902979516
1400000US06017031100,5550,4661,17,46,134,0,4661,0.83981982
1400000US06017031200,5105,4512,29,61,27,0,4512,0.883839373
1400000US06017031301,3566,3470,4,54,12,0,3470,0.97307908
1400000US06017031302,4841,4742,0,10,3,54,4742,0.97954968
1400000US06017031402,5107,4818,15,64,11,20,4818,0.943411005
1400000US06017031404,2326,2249,9,0,0,0,2249,0.966895959
1400000US06017031405,2364,2086,1,36,33,0,2086,0.882402707
1400000US06017031406,5466,5360,3,13,0,0,5360,0.980607391
1400000US06017031502,6563,5322,144,128,100,76,5322,0.810909645
1400000US06017031503,2941,2796,0,0,10,0,2796,0.950697042
1400000US06017031504,5365,5000,0,185,48,0,5000,0.931966449
1400000US06017031600,4073,1846,149,28,488,1,1846,0.453228578
1400000US06017031700,2883,2356,28,0,194,0,2356,0.817204301
1400000US06017031800,7416,4887,252,43,1458,0,4887,0.658980583
1400000US06017031900,84,80,0,3,1,0,80,0.952380952
1400000US06017032000,676,612,0,21,5,0,612,0.905325444
1400000US06019000100,2657,772,385,86,199,0,772,0.290553256
1400000US06019000200,3224,1207,536,27,332,17,1207,0.374379653
1400000US06019000300,3640,749,1080,69,236,0,1080,0.296703297
1400000US06019000400,5929,2238,487,57,334,7,2238,0.377466689
1400000US06019000501,2654,727,191,51,434,0,727,0.273926149
1400000US06019000502,3107,1415,114,17,126,0,1415,0.455423238
1400000US06019000600,5603,2674,463,18,48,0,2674,0.477244333
1400000US06019000700,3739,1190,1233,29,256,73,1233,0.329767317
1400000US06019000800,1089,341,100,0,299,0,341,0.313131313
1400000US06019000901,2982,946,477,0,805,0,946,0.317236754
1400000US06019000902,4790,1190,998,23,1211,0,1211,0.252818372
1400000US06019001000,3774,1004,1031,0,517,0,1031,0.27318495
1400000US06019001100,3051,1513,461,3,28,0,1513,0.495902983
1400000US06019001201,5528,2074,517,22,674,0,2074,0.375180897
1400000US06019001202,4583,1061,399,17,700,122,1061,0.231507746
1400000US06019001301,5378,2504,192,100,316,0,2504,0.465600595
1400000US06019001303,2241,744,199,0,277,0,744,0.331994645
1400000US06019001304,5780,1306,498,47,1477,0,1477,0.255536332
1400000US06019001407,4070,1091,1239,20,309,23,1239,0.304422604
1400000US06019001408,2736,1264,283,5,243,0,1264,0.461988304
1400000US06019001409,1931,1037,146,0,176,121,1037,0.537027447
1400000US06019001410,11019,2615,416,2,2791,0,2791,0.253289772
1400000US06019001411,5482,1894,354,0,1158,0,1894,0.345494345
1400000US06019001412,2963,1539,120,1,851,0,1539,0.519406007
1400000US06019001413,5132,2299,62,65,1617,0,2299,0.4479735
1400000US06019001414,7670,3113,269,0,2825,0,3113,0.405867014
1400000US06019001500,2114,1230,18,0,59,0,1230,0.581835383
1400000US06019001600,5281,3208,9,5,358,0,3208,0.607460708
1400000US06019001700,5861,2917,55,59,695,0,2917,0.497696639
1400000US06019001800,4485,2935,89,80,107,0,2935,0.654403567
1400000US06019001900,2743,1884,119,10,141,0,1884,0.686839227
1400000US06019002000,6094,2840,667,0,629,0,2840,0.466032163
1400000US06019002100,5384,4022,154,104,84,6,4022,0.747028232
1400000US06019002200,3341,2295,90,57,58,0,2295,0.686920084
1400000US06019002300,3315,1951,497,74,122,20,1951,0.588536953
1400000US06019002400,4451,2110,193,55,939,0,2110,0.474050775
1400000US06019002501,5070,1813,53,25,1173,63,1813,0.357593688
